Date,SoilMineralN,UptakeN,ResidueN,SoilOMN,FertiliserN,CropN,ProductN,LostN,RSWC,Drainage,Irrigation,Green cover,NDemand
31/05/2022 12:00:00 am,45.269664501644257,0.11949227200376678,0.075422657923418512,0.67548910663773409,0,3.1243268568495539,0.92695890009229809,0,0.96298558142128754,0,0,0.14993377172626329,3.1243268568495539
1/06/2022 12:00:00 am,46.220834971161779,0.17792534687506789,0.10866696055569847,1.0204288558368981,0,3.3022522037246218,0.97974770593579497,0,0.94406315479091241,0,0,0.18760048972072646,3.3022522037246218
2/06/2022 12:00:00 am,46.940856556832351,0.15312793986494944,0.087699474743764938,0.78545005079176167,0,3.4553801435895712,1.0251793503232656,0,0.937474411766831,0,0,0.22361298511891622,3.4553801435895712
3/06/2022 12:00:00 am,46.443632077994309,0.15196289646729522,0.08375981598773663,0.76138458596031811,0,3.6073430400568665,1.0702653371032163,1.1904059843187975,1,4.4517345939913184,0,0.26219931244010253,3.6073430400568665
4/06/2022 12:00:00 am,46.801879038490561,0.076331761723030134,0.051636943427965321,0.38294177879131969,0,3.6836748017798966,1.0929122652675234,0,0.98484848484848486,0,0,0.28248256295811419,3.6836748017798966
5/06/2022 12:00:00 am,47.178023375218132,0.084385834265066073,0.053687728843755167,0.40684244214888104,0,3.7680606360449627,1.1179487623107913,0,0.96535878615157666,0,0,0.30548271056291687,3.7680606360449627
6/06/2022 12:00:00 am,47.724124969931836,0.13494716834091269,0.07088568599551337,0.61016307705910811,0,3.9030078043858754,1.1579863398330097,0,0.96535878615157666,0,0,0.34324189249603987,3.9030078043858754
7/06/2022 12:00:00 am,48.308755806103889,0.15160135530862417,0.075732405538872172,0.66049978594180514,0,4.0546091596944995,1.2029650606929287,0,0.95349515494881643,0,0,0.3865565489344493,4.0546091596944995
8/06/2022 12:00:00 am,48.869075490330125,0.1545615854464506,0.074675738066833475,0.64020553160586136,0,4.2091707451409501,1.2488220544731612,0,0.94316974966007427,0,0,0.43098859844941922,4.2091707451409501
9/06/2022 12:00:00 am,49.403040989037748,0.15401331123415396,0.072336244384022308,0.61564256555775976,0,4.3631840563751041,1.2945163803623361,0,0.94518232478583231,0,0,0.47483221597875763,4.3631840563751041
10/06/2022 12:00:00 am,49.818889758092745,0.12564217748529494,0.061192235440444165,0.48029871109984951,0,4.488826233860399,1.3317932531042644,0,0.93346822755046654,0,0,0.50983724937474895,4.488826233860399
11/06/2022 12:00:00 am,50.275448042926385,0.14706039042367003,0.066648123431917838,0.5369705518253941,0,4.6358866242840691,1.3754247116552203,0,0.9234525162611914,0,0,0.54951477174195396,4.6358866242840691
12/06/2022 12:00:00 am,50.595525132964717,0.1005561818484253,0.052398284824153762,0.36823498706260027,0,4.7364428061324944,1.4052588013630067,0,0.90732722960184198,0,0,0.57565162363972622,4.7364428061324944
13/06/2022 12:00:00 am,50.99083048516664,0.13123173740544303,0.059679997586208344,0.46685709202115633,0,4.8676745435379374,1.4441940448686157,0,0.93525984818496066,0,0,0.60836368746074876,4.8676745435379374
14/06/2022 12:00:00 am,51.294950725102993,0.0945065348857419,0.049751175049639329,0.34887559977245142,0,4.9621810784236793,1.4722332602398136,0,0.9264586156335074,0,0,0.63085791683999659,4.9621810784236793
15/06/2022 12:00:00 am,51.628687796948036,0.11662824430492602,0.054341560178546189,0.39602375597141914,0,5.0788093227286053,1.5068357823234355,0,0.91316590403670705,0,0,0.65732016353693579,5.0788093227286053
16/06/2022 12:00:00 am,51.919154246365416,0.09835085801170429,0.049558405601601407,0.33925890182748508,0,5.1771601807403096,1.536015572832804,0,0.90432879636779495,0,0,0.6784885463485083,5.1771601807403096
17/06/2022 12:00:00 am,52.366027944816089,0.17972647569198852,0.069185140174010229,0.55741503396865533,0,5.3568866564322981,1.5893387569483424,0,0.89990753000144874,0,0,0.71442400255702654,5.3568866564322981
18/06/2022 12:00:00 am,52.630557285472349,0.089099014626961903,0.046479556487781792,0.30714879879543727,0,5.44598567105926,1.6157736110407845,0,0.90301944509675247,0,0,0.73092899545177803,5.44598567105926
