Date,SoilMineralN,UptakeN,ResidueN,SoilOMN,FertiliserN,CropN,ProductN,LostN,RSWC,Drainage,Irrigation,Green cover,NDemand
24/03/2021 12:00:00 am,107.53636284344373,0.40148842800544848,0.0089005702039166579,0.6914887928653094,0,7.3586949531416623,6.731843160837002,0,0.71529012984744822,0,0,0.27638370834659481,7.3586949531416623
25/03/2021 12:00:00 am,107.73588231391027,0.34351070817121876,0.0073094643154334449,0.5357207143223266,0,7.7022056613128811,7.0460918457195616,0,0.71164040164687259,0,0,0.30785751906751901,7.7022056613128811
26/03/2021 12:00:00 am,108.16512702759118,0.4510487705936832,0.0093200691203065844,0.87097341515429338,0,8.1532544319065643,7.4587179432626716,0,0.87101351135132066,0,13.200000000000005,0.3499013205747572,8.1532544319065643
27/03/2021 12:00:00 am,108.51020622397999,0.47099662801800335,0.0093301297728523025,0.80674569463396018,0,8.6242510599245676,7.8895926363013649,0,0.82073161296991715,0,0,0.39400477398966738,8.6242510599245676
28/03/2021 12:00:00 am,108.85797982818384,0.57332491850142198,0.011226845295194465,0.90987167741008723,0,9.1975759784259896,8.4140787654489611,0,0.76749900664093573,0,0,0.44697160541675368,9.1975759784259896
29/03/2021 12:00:00 am,109.16449206306622,0.63605046511635166,0.012054323402463041,0.93050837659626218,0,9.8336264435423413,8.9959471539072542,0,0.73801276110054448,0,0,0.50360369596345989,9.8336264435423413
30/03/2021 12:00:00 am,109.66399364386741,0.69508488206163399,0.012668858447216991,1.1819176044156152,0,10.528711325603975,9.6318211015710435,0,0.89241311354994735,0,13.200000000000005,0.56169479262037292,10.528711325603975
31/03/2021 12:00:00 am,109.92580110658824,0.5813801608109852,0.0095240697728762314,0.83366355375892598,0,11.11009148641496,10.163676285720351,0,0.86774574804667759,0,0,0.60658950853915228,11.11009148641496
1/04/2021 12:00:00 am,110.08668785164814,0.51939909039290377,0.0081458429278420397,0.67213999252495926,0,11.629490576807864,10.63883026841312,0,0.85186466276385819,0,0,0.64360402531725724,11.629490576807864
2/04/2021 12:00:00 am,110.190200785504,0.54890995039082391,0.0083051012832129345,0.64411778296347533,0,12.178400527198688,11.140981223029911,0,0.80568190511451843,0,0,0.67947807479131539,12.178400527198688
3/04/2021 12:00:00 am,110.25255210227152,0.42866863754350781,0.0065680720334597709,0.48445188227756297,0,12.607069164742196,11.533133643301195,0,0.82776197291134157,0,0,0.70520257197823355,12.607069164742196
4/04/2021 12:00:00 am,110.30848336330547,0.61725001956678227,0.0087629538650055849,0.6644183267357302,0,13.224319184308978,12.097803105645621,0,0.7872460082702486,0,0,0.73884493325741185,13.224319184308978
5/04/2021 12:00:00 am,110.43668045725707,1.0429276984351041,0.016218737917593984,1.1549060544691141,0,14.267246882744082,13.051888814954772,0,0.71781035203383803,0,0,0.78726732043248981,14.267246882744082
6/04/2021 12:00:00 am,110.5832731315902,0.9618041124681902,0.013151286372092841,1.0952455004292228,0,15.229050995212273,13.931761465990487,0,0.83574342390533141,0,13.200000000000005,0.82369530962384985,15.229050995212273
7/04/2021 12:00:00 am,110.53644516216903,0.71350752150368102,0.0087317933010595539,0.65794775878144052,0,15.942558516715954,14.584488717143852,0,0.79586658327456417,0,0,0.84638189117797336,15.942558516715954
8/04/2021 12:00:00 am,110.44427334599366,0.6498693056685152,0.0077466580129623708,0.5499508314801933,0,16.592427822384469,15.178998785662827,0,0.77524210783624037,0,0,0.86428826201445264,16.592427822384469
9/04/2021 12:00:00 am,110.30196123869052,0.87804630192053779,0.010093032950422298,0.72564116166696768,0,17.470474124305007,15.982248550753098,0,0.74277102598772315,0,0,0.88490929374959526,17.470474124305007
10/04/2021 12:00:00 am,110.13596132470505,1.0043677961029083,0.011246172624829853,0.82712170949261843,0,18.474841920407915,16.901059090150945,0,0.75135386763451262,0,0,0.90429689843551964,18.474841920407915
11/04/2021 12:00:00 am,109.89878946938752,0.95852059487372188,0.01010094669935313,0.71124779285683526,0,19.433362515281637,17.777927930646534,0,0.72759724905924428,0,0,0.91940560836585661,19.433362515281637
12/04/2021 12:00:00 am,109.78312371991699,1.0351702578331725,0.010523275108887731,0.90898123325374403,0,20.468532773114809,18.724917018367993,0,0.88000073050909233,0,13.200000000000005,0.93274001514360949,20.468532773114809
13/04/2021 12:00:00 am,109.5902899547948,0.98805458638597798,0.0095385853185980807,0.78568223594518205,0,21.456587359500787,19.628803991839607,0,0.85291405992796321,0,0,0.94314899814910602,21.456587359500787
14/04/2021 12:00:00 am,109.36967360254113,0.85855682620041307,0.0080087769576770995,0.62993169698906137,0,22.3151441857012,20.414224495808135,0,0.845503087528653,0,0,0.95070536476752621,22.3151441857012
15/04/2021 12:00:00 am,109.10348500054614,0.89146001176287726,0.0080502137585227729,0.61722119600937053,0,23.206604197464078,21.229745321383803,0,0.82292557277074507,0,0,0.95734962889126873,23.206604197464078
