Date,SoilMineralN,UptakeN,ResidueN,SoilOMN,FertiliserN,CropN,ProductN,LostN,RSWC,Drainage,Irrigation,Green cover,NDemand
31/07/2022 12:00:00 am,51.260783675921999,0.30673542304443657,0.019521596857247303,0.35591131191160352,0,19.051879277950352,6.3880338313018861,10.359340382344699,1,35.100006805515534,0,0.9975046443038279,19.051879277950352
1/08/2022 12:00:00 am,51.339003168814628,0.25090180774288484,0.017873680915064583,0.3112476197204484,0,19.302781085693237,6.4721604002777502,0,0.98636363636363633,0,0,0.99768022352840868,19.302781085693237
2/08/2022 12:00:00 am,51.383846222094803,0.43025299003921091,0.022338214695041714,0.452757828624341,0,19.733034075732448,6.6164228436982384,0,0.96515210827350928,0,0,0.99794949253424337,19.733034075732448
3/08/2022 12:00:00 am,51.432764230326036,0.77955741740124296,0.034117472784551239,0.79435795284792132,0,20.512591493133691,6.8778059378880529,0,0.93636588320434666,0,0,0.9983515511820209,20.512591493133691
4/08/2022 12:00:00 am,51.413039791346954,0.64103601464108806,0.027499698814066775,0.59381187684793657,0,21.153627507774779,7.0927432513608242,0,0.90909555830387634,0,0,0.99861572711010493,21.153627507774779
5/08/2022 12:00:00 am,51.362875657893369,0.71970158198322309,0.029273480549361963,0.6402639679802774,0,21.873329089758002,7.3340568764933947,0,0.88940063570401251,0,0,0.99885671653177088,21.873329089758002
6/08/2022 12:00:00 am,51.270771846422669,0.94536648581114946,0.036707773974140601,0.81655490036630629,0,22.818695575569151,7.6510352179071921,0,0.84849559745195446,0,0,0.99910429006242618,22.818695575569151
7/08/2022 12:00:00 am,51.192049951012152,0.62011216338501995,0.024099651383554743,0.51729061659094877,0,23.438807738954171,7.8589568313666005,0,0.89395155029025219,0,0,0.99923362517774239,23.438807738954171
8/08/2022 12:00:00 am,49.854544465267544,0.62347648140384848,0.023560671748232842,0.55435655485963686,0,24.06228422035802,8.0680064898345876,1.2919462309486327,1,4.5009068595760624,0,0.9993428134675304,24.06228422035802
9/08/2022 12:00:00 am,49.887229811796935,0.2851950475070808,0.015818489861727514,0.30206190417473983,0,24.347479267865101,8.1636314717807767,0,0.99090909090909074,0,0,0.99938682804929291,24.347479267865101
