Date,SoilMineralN,UptakeN,ResidueN,SoilOMN,FertiliserN,CropN,ProductN,LostN,RSWC,Drainage,Irrigation,Green cover,NDemand,StoverNconc,ProductNconc
30/12/2022 12:00:00 am,2.4193088437017694,0.60482721092544267,0.093854828663978651,0.54837201181663797,0,36.833015590621898,76.71901971681379,0,0.54629028681977354,0,0,0.99134048055695423,168.78184337699034,0.044999999999999998,0.044999999999999998
31/12/2022 12:00:00 am,2.4581005764751791,0.61452514411879466,0.097364054843737335,0.55595282204846708,0,37.44754073474072,80.162019697504519,0,0.52965112531425118,0,0,0.99251716237415211,176.35644333450995,0.044999999999999998,0.044999999999999998
1/01/2023 12:00:00 am,2.5239281184042484,0.63098202960106242,0.10514242700175203,0.5916671445283791,0,38.078522764341798,83.938035649461185,0,0.51485277957792419,0,0,0.99359639412498357,184.66367842881459,0.044999999999999998,0.044999999999999998
2/01/2023 12:00:00 am,2.578530932995605,0.64463273324890125,0.10684641785263693,0.59238912998762105,0,38.72315549759071,87.919430861484187,0,0.49159493721858832,0,0,0.99454162309558269,193.42274789526522,0.044999999999999998,0.044999999999999998
3/01/2023 12:00:00 am,2.5687384129388984,0.6421846032347247,0.096560823331216739,0.53583125984680136,0,39.365340100825406,91.774045563960286,0,0.47419066653532038,0,0,0.99530504103529027,201.90290024071263,0.044999999999999998,0.044999999999999998
4/01/2023 12:00:00 am,2.5139098848724619,0.62847747121811537,0.086016379192670911,0.48763256395900811,0,39.99381757204354,95.571665099323639,0,0.43992991543750409,0,0,0.99593880332545404,210.25766321851199,0.044999999999999998,0.044999999999999998
5/01/2023 12:00:00 am,2.5069112809588541,0.6267278202397133,0.093260583305337263,0.52646863302076863,0,40.62054539228324,99.647697699319181,0,0.45145472665424807,0,0,0.99651235989349218,219.2249349385022,0.044999999999999998,0.044999999999999998
6/01/2023 12:00:00 am,2.5094689542707114,0.62736723856767718,0.094806121544962707,0.53511879033457221,0,41.247912630850919,103.86143162556546,0,0.45245268483884044,0,0,0.9970104427936054,228.49514957624399,0.044999999999999998,0.044999999999999998
7/01/2023 12:00:00 am,2.4749076250029147,0.61872690625072835,0.086607614448254822,0.49755796253467716,0,41.866639537101648,108.02218011546682,0,0.428608780737677,0,0,0.9974249134497386,237.64879625402702,0.044999999999999998,0.044999999999999998
8/01/2023 12:00:00 am,2.4071329529360144,0.60178323823400426,0.076668304595770564,0.45734026157133228,0,42.468422775335647,112.13293386637388,0,0.39201937183755242,0,0,0.99777233014040323,246.6924545060225,0.044999999999999998,0.044999999999999998
9/01/2023 12:00:00 am,2.3618637414359811,0.59046593535899561,0.076758136120389509,0.46843858773857239,0,43.05888871069466,116.4415218707543,0,0.37955364090069954,0,0,0.99808173348183016,256.17134811565944,0.044999999999999998,0.044999999999999998
10/01/2023 12:00:00 am,2.3531227374266495,0.58828068435666303,0.084198404878094379,0.49534127546923645,0,43.647169395051122,120.87111513587969,0,0.41069482259105866,0,0,0.99835146051240398,265.91645329893532,0.044999999999999998,0.044999999999999998
11/01/2023 12:00:00 am,2.3252742853826369,0.58131857134565834,0.081829494426699512,0.47164062487494718,0,44.228487966396813,125.13997395017817,0,0.42216243998919128,0,0,0.99857285576302401,275.307942690392,0.044999999999999998,0.044999999999999998
12/01/2023 12:00:00 am,2.3065285977390344,0.57663214943475793,0.08115506200614675,0.47673139978500911,0,44.805120115831571,129.54493830299012,0,0.41018583193994695,0,0,0.99876823124026792,284.99886426657827,0.044999999999999998,0.044999999999999998
13/01/2023 12:00:00 am,2.2651095480525156,0.56627738701312857,0.074197773822291424,0.45066056350431877,0,45.371397502844687,133.91514799167118,0,0.38284596134491428,0,0,0.99893421135461025,294.61332558167658,0.044999999999999998,0.044999999999999998
14/01/2023 12:00:00 am,2.2132699764595611,0.55331749411489106,0.068013374136739913,0.43346454838519588,0,45.924714996959622,138.31572621386883,0,0.35190039326954897,0,0,0.99907776048579011,304.29459767051139,0.044999999999999998,0.044999999999999998
15/01/2023 12:00:00 am,2.1913235438463747,0.54783088596159324,0.068985899023516595,0.45689855432489052,0,46.472545882921175,142.99672195867177,0,0.33632604100381736,0,0,0.99920858057183248,314.59278830907789,0.044999999999999998,0.044999999999999998
16/01/2023 12:00:00 am,2.1957830418831046,0.54894576047077592,0.070586848805035629,0.48281840970247047,0,47.021491643391997,147.95356556652325,0,0.32435603459185047,0,0,0.99932646534593095,325.49784424635118,0.044999999999999998,0.044999999999999998
17/01/2023 12:00:00 am,2.2104695533177723,0.55261738832944296,0.07527801641207077,0.49202588335203973,0,47.57410903172147,152.87423504270677,0,0.35102137099259562,0,0,0.99942589202040122,336.32331709395487,0.044999999999999998,0.044999999999999998
18/01/2023 12:00:00 am,2.2305158384968888,0.55762895962422299,0.082188239471221891,0.49548700533211676,0,48.131737991345638,157.57334181317526,0,0.4059087474656376,0,0,0.99950707828262408,346.66135198898559,0.044999999999999998,0.044999999999999998
19/01/2023 12:00:00 am,2.2744895939885437,0.56862239849713525,0.087850052132296241,0.52474610185649451,0,48.700360389842778,162.40337075028651,0,0.42134933485210113,0,0,0.99957867778120224,357.28741565063035,0.044999999999999998,0.044999999999999998
20/01/2023 12:00:00 am,2.2912788050093447,0.57281970125233528,0.081964912902932952,0.50764399937020399,0,49.273180091095114,167.21981627620235,0,0.3945449657872715,0,0,0.99963991438488442,367.88359580764518,0.044999999999999998,0.044999999999999998
21/01/2023 12:00:00 am,2.2801235629456076,0.57003089073640112,0.076901739141362668,0.48197390953130209,0,49.84321098183149,171.8659127830658,0,0.38515181171731566,0,0,0.99969078684873136,378.10500812274472,0.044999999999999998,0.044999999999999998
22/01/2023 12:00:00 am,2.3164427725726093,0.57911069314315178,0.087966009279384139,0.52746389349076972,0,50.422321674974626,176.60026092067568,0,0.42967514017995218,0,0,0.99973553624094302,388.5205740254865,0.044999999999999998,0.044999999999999998
23/01/2023 12:00:00 am,2.328690083783123,0.58217252094578065,0.083081537963948904,0.51133829419234555,0,51.004494195920408,181.26919065918864,0,0.41022357468529069,0,0,0.99977364220479548,398.79221945021504,0.044999999999999998,0.044999999999999998
24/01/2023 12:00:00 am,2.30797332040125,0.57699333010031317,0.074102818575056517,0.4821737481433831,0,51.581487526020751,185.85404416766505,0,0.37083251754704244,0,0,0.99980604177001287,408.87889716886309,0.044999999999999998,0.044999999999999998
25/01/2023 12:00:00 am,2.299438223896062,0.57485955597401528,0.071259168488538194,0.4950652909802889,0,52.15634708199476,190.61398344395616,0,0.33763146089524154,0,0,0.9998351317970865,419.35076357670357,0.044999999999999998,0.044999999999999998
26/01/2023 12:00:00 am,2.348172302459766,0.5870430756149414,0.085432287933159046,0.55034486624548651,0,52.743390157609753,195.43167389038402,0,0.39345586979265412,0,0,0.99986049823876866,429.94968255884487,0.044999999999999998,0.044999999999999998
27/01/2023 12:00:00 am,2.3595085732144385,0.5898771433036103,0.081712774468144289,0.51950063959013792,0,53.333267300913306,199.922925538171,0,0.40360723094015483,0,0,0.99988094546543438,439.83043618397619,0.044999999999999998,0.044999999999999998
28/01/2023 12:00:00 am,2.3347904111488211,0.58369760278720584,0.073675560862056955,0.485303879859531,0,53.91696490370051,204.2120839178065,0,0.37797097254810114,0,0,0.99989795928301162,449.2665846191743,0.044999999999999998,0.044999999999999998
