DOY,MeanT,Rain,MeanPET
1,15.73,4.73,4.2
2,16.48,2.85,3.7
3,16.49,8.53,4.1
4,15.64,2.64,4.5
5,15.49,3.66,4.4
6,16.31,0.04,4.5
7,16.01,5.56,3.8
8,15.07,3.79,4.4
9,15.61,0.18,4.3
10,15.99,3.89,3.9
11,15.76,1.89,4.5
12,15.88,1.8,4.1
13,15.4,4.98,4.4
14,15.13,2,4.8
15,15.73,2.53,4.2
16,15.81,0.33,4.6
17,16.02,4.77,4.5
18,16.23,3.34,3.9
19,16.2,2.8,4
20,15.78,0.46,4.1
21,15.97,3.31,4.4
22,16.14,5.06,3.4
23,15.67,8.81,4.3
24,15.96,0.7,4.4
25,16.49,1.65,4.1
26,16.94,2.7,4.9
27,16.23,2.03,3.8
28,15.7,0.51,3.4
29,16.43,0.25,3.8
30,17.66,0.3,4.1
31,18.08,2.66,4.1
32,17.85,1.6,3.3
33,17.7,2.41,3.7
34,17.43,0.35,4.7
35,17.38,2.45,4.8
36,16.95,0.92,3.4
37,16.06,0.19,3.6
38,16.1,0.81,3.5
39,16.58,0.03,3.8
40,16.46,1.15,3.1
41,16.36,1.85,3.5
42,16.6,5.17,3.7
43,16.81,2.81,3.4
44,16.93,5.65,2.9
45,16.73,1.65,3.8
46,15.38,1.66,3.5
47,15.28,2.43,3.6
48,16,2.37,3.1
49,16.6,1.32,3.7
50,16.93,1.11,3.3
51,16.99,2.31,3.7
52,17.48,1.04,3.4
53,17.18,3.98,3.2
54,15.81,1.08,3.6
55,14.92,1.36,3.7
56,14.68,1.05,3.6
57,14.83,0.44,3.4
58,15.15,2.13,2.9
59,15.36,0.35,3.5
60,15.36,0.35,3.5
61,15.2,1.73,3.8
62,15.12,2.32,3.4
63,14.76,4.04,3.5
64,14.58,2.61,3.2
65,14.55,3.05,3.4
66,14.37,2.28,2.6
67,14.24,7.05,3.1
68,14.16,1.95,2.6
69,13.87,1.69,3
70,14.27,2.72,3
71,14.41,2.51,3.1
72,13.85,2.59,2.6
73,13.73,1.61,2.7
74,14.33,1.31,3
75,14.78,0.4,2.7
76,14.59,0.93,2.4
77,14.09,1.76,2.3
78,13.79,0.79,2.7
79,13.5,1.43,2.7
