DOY,MeanT,Rain,MeanPET
1,15.94,1.43,4.2
2,16.36,2.76,3.8
3,16.04,1.49,4.1
4,15.37,1.75,3.9
5,15.59,1.82,4.1
6,16.11,1.54,3.9
7,15.85,1.23,4
8,15.55,1.59,4.1
9,15.67,1.86,4
10,15.36,2.8,3.8
11,14.88,4.25,3.2
12,15.03,2.19,3.5
13,14.95,1.41,3.4
14,15.38,0.97,4
15,15.95,1.37,4.1
16,16.17,0.64,4.5
17,16.13,1.56,3.6
18,15.81,2.18,3.6
19,15.85,3.05,4.2
20,15.83,0.41,4
21,16.21,1.42,3.7
22,16.88,1.67,4.3
23,16.48,1.89,3.8
24,15.75,0.91,3.7
25,15.59,1.28,3.1
26,15.74,1.62,3.7
27,15.87,1.29,3.7
28,16.01,0.73,3.9
29,16.68,0.41,3.7
30,17.2,1.31,3.7
31,17.37,1.07,3.8
32,17.25,1.35,3.6
33,16.74,0.19,3.8
34,16.47,1.29,3.6
35,16.34,3.76,3.5
36,15.5,0.65,3.2
37,15.15,1.72,3.6
38,15.37,1.37,3.3
39,15.89,1.74,3.8
40,16.42,2.44,3.2
41,16.06,1.11,3.1
42,16.28,2.8,3.3
43,16.45,1.9,3.2
44,15.62,2.36,3
45,14.88,3.2,2.6
46,14.84,1.53,2.9
47,15.27,0.34,3
48,15.81,0.85,3.3
49,16.24,0.8,3.2
50,16.21,2.09,2.7
51,15.96,2.62,3.1
52,15.95,2.12,3.4
53,15.3,3.26,2.6
54,14.43,2.05,2.7
55,14.76,0.7,3.3
56,15.29,1.47,3
57,15.28,1.29,3.1
58,15.38,0.67,3
59,15.22,1.23,2.8
60,15.22,1.23,2.8
61,14.95,1.8,2.8
62,15.17,1.74,3.1
63,14.6,0.49,2.9
64,14.11,0.76,3
65,14.81,2.77,2.8
66,15.33,1.11,2.9
67,14.41,1.08,2.5
68,13.94,0.65,2.7
69,14.36,0.19,2.5
70,14.38,1.51,2.3
71,13.93,2.23,2
72,13.58,1.89,2.4
73,13.78,3.51,2.2
74,13.82,1.15,2.4
75,14.12,1.83,1.8
76,13.81,1.29,2
77,13.47,1.28,2
78,13.46,2.74,2.3
79,13.99,0.7,2.4
80,14.59,0.48,2.4
81,14.23,3.2,2.1
82,13.57,1.19,2.2
83,13.52,1.59,2.1
84,13.46,0.78,2.1
85,13.36,1.21,1.8
86,13.71,0.63,2
87,14.11,0.71,2
88,13.95,0.95,1.9
89,13.67,1.59,1.9
90,13.59,0.31,1.9
91,13.39,0.69,1.9
92,12.91,1.32,1.7
93,12.26,1.03,1.8
94,12.48,1.84,1.8
95,12.63,2.29,1.8
96,12.27,2.47,1.7
97,11.97,1.67,1.4
98,11.26,2.18,1.6
99,10.8,0.81,1.4
100,10.74,1.49,1.5
101,11.02,0.43,1.5
102,11.32,1.71,1.5
103,11.16,1.26,1.4
104,10.9,1.27,1.4
105,10.67,0.52,1.4
106,10.83,0.55,1.4
107,11.31,0.87,1.3
108,11.15,2.31,1.1
109,10.8,0.58,1.2
110,10.77,1.65,1.2
111,11.08,1.28,1.3
112,11.11,1.59,1.1
113,10.71,0.48,1.1
114,10.66,0.81,1.1
115,10.23,1.45,0.9
116,10.05,1.25,1.1
117,10.49,0.79,1.1
118,10.8,2.07,1
119,10.76,7.87,1.2
120,10.15,2.3,1
121,9.686,0.85,0.9
122,9.442,1.26,0.9
123,9.402,2,0.9
124,9.597,0.35,1
125,9.832,0.62,1
126,9.617,1.21,0.7
127,9.527,0.24,0.9
128,9.71,3.07,0.8
129,9.221,0.65,0.7
130,9.294,1.25,0.7
131,9.527,0.77,0.6
132,9.338,1.35,0.8
133,9.115,2.35,0.7
134,8.838,0.86,0.8
135,8.938,0.73,0.9
136,8.725,0.56,0.7
137,8.357,1.03,0.9
138,8.077,0.32,0.8
139,8.198,0.61,0.8
140,8.26,0.55,0.6
141,8.172,1.13,0.8
142,7.95,1.69,0.7
143,7.588,0.98,0.6
144,7.54,1.17,0.6
145,7.672,2.89,0.7
146,7.627,3.85,0.7
147,7.228,0.84,0.7
148,6.821,0.99,0.7
149,6.66,1.63,0.6
150,7.135,2.37,0.7
151,7.452,1.81,0.6
152,7.22,1.7,0.6
153,7.258,1.25,0.7
154,7.028,1.11,0.6
155,6.302,1.09,0.5
156,5.873,0.31,0.5
157,5.998,0.65,0.7
158,6.008,1.07,0.6
159,5.81,1.19,0.5
160,5.777,1.35,0.5
161,6.482,1.12,0.6
162,6.825,1.44,0.5
163,6.353,1.05,0.5
164,6.205,3.11,0.5
165,6.178,2.05,0.5
166,6.328,0.84,0.5
167,6.327,1.65,0.5
168,6.077,2.09,0.4
169,5.623,1.76,0.5
170,4.9,2.32,0.4
171,4.803,1.4,0.4
172,4.983,1.17,0.4
173,5.028,1.1,0.4
174,4.934,0.88,0.5
175,5.162,0.95,0.6
176,5.548,0.27,0.5
177,5.573,0.7,0.4
178,5.573,0.99,0.5
179,5.385,1.83,0.5
180,5.183,2.03,0.6
181,5.022,2.43,0.5
182,5.11,0.84,0.6
183,5.003,1.27,0.5
184,4.537,1.69,0.5
185,4.732,0.49,0.5
186,4.797,0.57,0.4
187,4.46,0.75,0.5
188,4.403,0.52,0.5
189,4.552,1.35,0.5
190,4.399,0.31,0.5
191,4.355,0.57,0.5
192,4.579,0.53,0.5
193,4.417,0.91,0.5
194,4.536,1.92,0.5
195,5.002,0.73,0.6
196,5.034,0.9,0.5
197,4.798,2.07,0.4
198,4.61,1.26,0.4
199,4.863,2.46,0.5
200,5.652,1.6,0.5
201,5.603,2.56,0.4
202,5.252,2.02,0.6
203,5.712,1.93,0.7
204,5.927,1.27,0.6
205,5.777,1.39,0.8
206,5.375,0.36,0.7
207,5.198,2.17,0.7
208,5.791,4.52,0.6
209,6.185,1.22,0.8
210,6.125,0.45,0.7
211,5.993,1.28,0.7
212,5.622,3.22,0.7
213,5.585,2.52,0.8
214,6.202,0.39,0.7
215,6.505,1.19,0.7
216,6.395,1.1,0.7
217,5.945,1.47,0.7
218,5.748,1.79,0.7
219,5.81,1.67,0.7
220,5.915,3.87,0.8
221,5.553,2.06,0.9
222,5.242,0.83,0.9
223,5.612,1.2,1
224,6.04,0.63,0.9
225,6.488,2.25,1
226,6.803,1.6,1
227,6.428,1.47,1
228,6.016,1.18,0.9
229,6.54,1.15,1.1
230,6.87,2.29,1
231,6.43,4.17,0.9
232,6.5,1.51,1.1
233,6.725,0.63,1.1
234,6.617,1.35,1
235,6.507,0.15,1.1
236,6.537,0.5,1.2
237,7.218,1.78,1.2
238,7.618,1.31,1.2
239,7.515,1.19,1.1
240,7.462,0.7,1.3
241,7.52,0.87,1.2
242,7.945,0.88,1.3
243,7.893,0.37,1.5
244,7.557,1.21,1.4
245,7.927,1.27,1.2
246,8.232,1.72,1.3
247,7.822,1,1.4
248,7.785,1.32,1.3
249,7.932,0.35,1.4
250,7.867,1.44,1.5
251,7.878,0.43,1.6
252,7.632,0.31,1.4
253,7.662,2.18,1.5
254,7.925,0.86,1.7
255,8,1.09,1.7
256,8.36,0.68,1.6
257,8.487,1.56,1.5
258,8.922,0.27,1.9
259,9.595,0.65,1.8
260,9.788,0.27,2.1
261,9.478,0.8,2
262,8.997,0.89,1.9
263,8.872,0.39,2.1
264,8.813,0.83,1.9
265,8.94,1.05,2.1
266,8.882,1.05,1.9
267,9.285,1.9,1.9
268,9.372,2.55,1.9
269,8.953,1.99,1.9
270,9.277,1.55,2.1
271,9.153,1.36,2.1
272,8.927,1.85,2
273,9.343,1.46,2
274,9.525,0.26,2.2
275,9.718,0.43,2.1
276,10.32,1.15,2.1
277,10.32,0.71,2.3
278,10.06,2.25,2.2
279,9.81,0.62,2.4
280,9.677,1.74,2.3
281,9.982,2.57,2.4
282,9.527,2.75,2
283,9.077,1.31,2.1
284,9.722,2.21,2.2
285,10.42,2.07,2.4
286,10.34,2.71,2.4
287,10.17,1.79,2.9
288,9.873,0.63,2.8
289,9.44,0.33,2.3
290,9.725,1.25,2.6
291,10.52,1.26,2.6
292,10.41,3.29,2.7
293,10.44,0.67,3.2
294,11.19,1.53,2.9
295,11.19,1.42,3.3
296,10.48,0.94,3
297,10.33,0.81,2.9
298,11.03,0.65,2.9
299,11.11,1.7,2.6
300,11.2,1.16,2.6
301,11.66,2.03,3
302,11.64,1.96,2.7
303,11.35,2.81,2.5
304,11.45,0.57,2.9
305,11.77,1.85,3
306,12.05,1.03,3.3
307,12.14,1.05,3.3
308,11.53,0.56,3.3
309,11.63,0.96,3.7
310,11.98,1.11,3.4
311,11.29,0.65,3.2
312,11.48,1.39,3.4
313,11.86,2.93,3.1
314,11.9,2.45,3.1
315,12.35,0.75,3.3
316,12.39,1.55,3.1
317,12.03,0.59,3.3
318,11.62,2.3,3.3
319,11.85,0.71,3.4
320,12.33,1.12,3.5
321,12.58,1.29,3.9
322,12.34,3.9,3.2
323,11.72,1.46,3.9
324,12.18,3.38,3.4
325,12.81,4.17,3.3
326,12.43,4.03,3
327,12.36,0.97,3.4
328,13.07,1.26,3.6
329,13.77,2.43,3.7
330,13.55,1.73,3.5
331,13.14,3.1,3.8
332,12.78,2.87,3.4
333,12.8,1.65,3.7
334,13.23,2.33,3.5
335,13.24,1.39,3.3
336,13.49,1.27,3.4
337,14.06,0.75,3.4
338,14.4,0.63,3.8
339,14.53,2.79,4.1
340,14.41,2.21,3.6
341,14,2.61,3.2
342,13.54,1.91,3.5
343,13.68,0.75,3.8
344,13.93,1.38,3.7
345,14.11,0.99,3.3
346,14.27,1.51,3.7
347,14.78,2.33,3.9
348,14.84,2.06,3.6
349,14.59,1.27,3.8
350,14.9,1.57,4
351,14.85,2.88,3.5
352,14.64,3.64,3.4
353,14.92,3.01,4.1
354,14.81,2.11,3.7
355,14.37,2.85,3.6
356,14.4,2.36,3.9
357,14.5,2.37,4
358,14.61,1.07,4.1
359,14.92,1.51,4.1
360,14.95,1.6,4.4
361,14.7,0.97,4.1
362,15.03,1.51,4.2
363,14.96,1.83,4.1
364,15.03,1.81,4.2
365,15.39,1.33,3.7
366,15.38,0.45,4.1
