DOY,MeanT,Rain,MeanPET
1,16.41,3.34,5.2
2,16.63,5.02,5.1
3,15.96,1.55,5.2
4,15.63,2.51,5.2
5,15.84,0.86,4.9
6,16.08,1.88,5.3
7,15.98,3.2,5
8,15.95,1.81,5.3
9,16.08,3.72,5.1
10,15.75,1.92,4.7
11,16.01,2.57,5.2
12,16.1,2.4,5.5
13,15.78,1.65,5.1
14,16.3,0.5,5.2
15,16.77,2.34,5.8
16,16.97,0.79,5.7
17,16.71,0.84,5.4
18,16.4,1.75,5
19,15.83,1.02,5
20,15.68,0.23,5.3
21,16.7,2.08,5.3
22,17.04,2.68,5.1
23,16.54,2.73,5.2
24,16.58,0.65,5.1
25,16.47,0.94,4.8
26,16.3,1.15,4.9
27,16.37,0.63,5
28,16.66,0.17,5.1
29,17.43,0.49,5.1
30,18.18,2.02,5.4
31,18.06,2.19,5.3
32,16.95,2.75,4.7
33,16.53,1.86,4.4
34,17.15,1.77,4.6
35,16.89,5.39,4.8
36,16.12,0.49,4.7
37,16.25,1.57,5
38,16.53,1.08,4.7
39,17.16,0.38,5.1
40,16.97,1.63,4.5
41,16.22,1.39,4.1
42,16.64,1.58,4.4
43,16.4,1.63,4.2
44,15.79,1.6,4.3
45,15.48,2.4,4
46,15.65,1.43,4.1
47,16.27,0.68,4.1
48,16.81,2.43,4.6
49,17.13,1.04,4.2
50,16.78,2.79,4
51,16.49,2.14,4.3
52,16.28,3.23,4.1
53,15.46,2.51,3.7
54,14.57,1.6,3.7
55,14.69,0.31,4.2
56,14.8,0.45,3.7
57,15.02,0.19,4.1
58,15.49,1.18,3.9
59,15.13,0.79,3.8
60,15.13,0.79,3.8
61,14.42,1.46,3.3
62,14.24,1.43,3.5
63,13.79,0.12,3.8
64,13.82,1.34,3.9
65,14.76,0.89,3.6
66,14.88,1.96,3.6
67,13.99,1.97,3.2
68,13.89,1.73,3.4
69,14.1,0.25,3.2
70,14.07,1.88,3.2
71,13.69,2.47,2.9
72,13.38,1.75,3
73,13.42,0.79,2.9
74,13.6,1.46,3.1
75,13.61,2.03,2.8
76,13,0.51,2.8
77,12.54,1.77,2.6
78,12.79,1.39,2.8
79,13.67,0.43,3.3
80,14.41,1.5,3.3
81,13.96,2.15,2.7
82,13.19,0.28,2.9
83,13.09,0.88,2.9
84,12.95,0.8,2.6
85,12.69,1.63,2.4
86,13.15,1.12,2.5
87,13.58,0.89,2.5
88,13.28,0.55,2.6
89,12.91,0.45,2.5
90,13.02,0.09,2.5
91,13.03,0.66,2.3
92,12.37,1.25,2.4
93,11.83,1.31,2.5
94,11.57,1.17,2.4
95,11.75,1.08,2.1
96,11.68,1.89,2.1
97,11.22,1.23,1.8
98,10.41,1.87,1.7
99,9.563,0.74,1.5
100,9.667,0.2,1.8
101,10.15,1.43,1.8
102,10.23,2.43,1.8
103,9.747,1.21,1.4
104,9.2,0.55,1.4
105,9.684,0.69,1.6
106,10.63,0.73,1.8
107,10.69,0.5,1.6
108,9.819,0.7,1.4
109,9.467,0.33,1.5
110,9.955,0.38,1.6
111,9.893,1.17,1.5
112,9.562,0.77,1.3
113,9.537,1.05,1.4
114,9.49,0.39,1.5
115,9.055,0.86,1.3
116,8.932,2.95,1.3
117,9.382,1.3,1.4
118,9.524,2.75,1.2
119,9.118,3.15,1.3
120,8.969,1.67,1.3
121,8.668,0.25,1.3
122,8.335,0.69,1.3
123,8.265,0.97,1.2
124,8.21,0.73,1.2
125,8.315,1.15,1.2
126,8.289,1.45,0.9
127,8.463,0.7,1.1
128,8.653,4.13,1.1
129,8.568,0.67,1.2
130,8.578,1.27,1.1
131,8.713,0.56,1
132,8.405,1.95,1
133,7.39,2.72,0.9
134,6.832,0.37,1
135,7.282,0.66,1
136,7.258,0.47,1
137,6.587,0.9,1
138,6.51,0.73,1
139,6.697,0.65,0.9
140,6.64,0.35,0.8
141,6.792,1.16,0.8
142,6.722,1.3,0.7
143,6.002,1.63,0.7
144,5.838,0.63,0.6
145,6.157,0.44,0.7
146,6.045,1.6,0.6
147,5.552,1.22,0.7
148,5.05,0.59,0.8
149,4.898,1.13,0.7
150,5.24,1.15,0.8
151,5.675,0.81,0.8
152,5.64,1.18,0.7
153,5.359,0.56,0.7
154,4.438,3.41,0.5
155,3.44,2.59,0.4
156,3.325,0.63,0.4
157,3.56,0.96,0.5
158,3.333,1.32,0.6
159,3.392,0.66,0.5
160,4.097,0.69,0.5
161,4.893,0.65,0.6
162,4.962,0.77,0.5
163,4.325,0.75,0.6
164,3.623,1.15,0.4
165,3.258,0.73,0.5
166,3.753,1.11,0.6
167,4.4,1.75,0.5
168,4.277,0.78,0.4
169,3.555,1.07,0.4
170,3.11,2.06,0.4
171,3.147,0.98,0.4
172,3.028,0.85,0.4
173,3.338,0.3,0.5
174,3.23,1.68,0.5
175,2.747,0.96,0.4
176,3.276,0.93,0.5
177,3.267,1.11,0.5
178,2.883,1.71,0.4
179,2.947,1.24,0.4
180,2.603,0.97,0.5
181,2.27,0.93,0.4
182,2.536,0.92,0.5
183,2.66,1.18,0.5
184,2.631,1.64,0.5
185,2.957,0.83,0.5
186,2.932,1,0.6
187,2.612,0.91,0.4
188,2.519,1.76,0.4
189,2.341,0.57,0.4
