DOY,MeanT,Rain,MeanPET
1,14.8,3.35,4.3
2,15.03,6.64,3.5
3,14.38,3.28,3.7
4,14.32,2.73,3.7
5,14.48,2.61,3.8
6,14.47,2.84,3.7
7,14.34,3.8,3.5
8,14.39,3.99,4
9,14.82,6.04,3.9
10,14.64,1.63,3.8
11,14.63,4.62,3.7
12,14.62,2.6,4.3
13,14.35,2.94,4.2
14,14.89,1.39,4.2
15,15.2,1.54,4.7
16,15.51,2.83,4.5
17,15.46,2.42,4.1
18,15.02,2.69,4.1
19,14.47,1.72,3.6
20,14.06,1.63,4
21,15.07,3.69,4.1
22,15.64,2.99,3.8
23,15.18,2.89,3.7
24,14.89,1.39,4.1
25,14.76,1.86,3.4
26,14.69,2.17,4.1
27,14.68,1.29,3.9
28,14.95,0.65,3.9
29,15.66,0.54,4.3
30,16.17,3.09,4
31,16.14,4.85,4
32,15.4,3.34,3.9
33,14.97,3.29,3.5
34,15.11,4.83,3.6
35,14.81,4.3,3.7
36,14.41,2.54,3.7
37,14.72,2.99,3.6
38,14.93,3.35,3.7
39,15.05,2.47,3.9
40,15.01,2.61,3.3
41,14.88,3.03,3.4
42,15.18,3.94,3.2
43,14.95,2.39,3
44,14.38,2.16,3.2
45,14.04,1.23,3.4
46,14.11,1.89,3.2
47,14.56,1.38,3.5
48,15.32,1.64,3.6
49,15.74,3.85,3.3
50,15.35,2.91,3.4
51,15.03,3.74,3.3
52,14.83,4.27,3.1
53,14.16,4.44,2.7
54,13.28,3.79,3
55,13.53,1.87,3.5
56,13.9,2.19,3
57,14.1,0.73,3.5
58,14.31,1.45,3
59,13.98,2.09,3.3
60,13.98,2.09,3.3
61,13.42,2.67,2.4
62,13.3,2.61,2.7
63,12.88,1.15,3
64,13.05,0.79,3
65,13.72,1.33,2.7
66,13.5,6.23,2.5
67,12.7,3.33,2.3
68,12.76,2.58,2.3
69,13.13,1.75,2.4
70,13.07,4.65,2.3
71,12.71,1.84,2.2
72,12.73,3.45,2.2
73,12.99,2.43,2.3
74,13.05,3.83,2.5
75,13.05,1.71,2.3
76,12.45,2.21,2.2
77,11.9,2.92,2.3
78,12.02,1.95,2.3
79,12.71,0.89,2.3
80,13.19,4.04,2.3
81,12.93,3.13,2.1
82,12.43,0.29,2
83,12.24,2.23,2.2
84,12,2.21,2
85,12,3.11,1.7
86,12.61,1.77,1.9
87,13.13,2.55,2.3
88,12.77,2.55,2
89,12.46,0.91,2.2
90,12.78,0.95,2.1
91,12.49,2.52,1.9
92,11.62,3.04,2
93,11.38,1.49,2
94,11.49,2.23,2
95,11.56,3.82,1.8
96,11.37,2.57,1.9
97,10.75,2.41,1.6
98,9.658,1.73,1.3
99,9.264,1.9,1.4
100,9.751,0.68,1.5
101,10.21,2.51,1.5
102,10.57,3.19,1.4
103,10.29,2.05,1.2
104,9.64,2,1.3
105,9.822,0.82,1.4
106,10.61,1.99,1.4
107,10.65,1.75,1.3
108,9.778,2.88,1.2
109,9.82,1.28,1.2
110,10.1,1.76,1.3
111,10.13,2.01,1.2
112,9.986,1.84,1.1
113,10.17,1.44,1
114,10.21,2.87,1.2
115,9.638,1.74,1.1
116,9.437,4.67,1
117,9.765,2.86,1.2
118,9.899,4.46,1.1
119,9.735,1.55,1.1
120,9.488,3.35,1.1
121,9.036,0.92,1.1
122,8.579,2.1,1
123,8.886,2.11,1
124,9.154,1.08,1
125,8.995,3.42,1
126,8.783,2.66,0.7
127,8.966,1.7,0.9
128,9.348,3.09,0.9
129,9.264,2.27,0.9
130,9.134,2.13,0.9
131,8.991,2.35,0.9
132,8.833,2.98,0.7
133,8.357,2.96,0.7
134,8.028,2.3,0.9
135,7.995,2.45,0.7
136,7.763,2.91,0.8
137,7.434,2.67,0.7
138,7.328,2.35,0.7
139,7.388,1.32,0.7
140,7.336,1.23,0.6
141,7.362,4.59,0.7
142,7.198,2.46,0.5
143,6.94,3.78,0.6
144,6.916,2.04,0.5
145,6.849,2.68,0.7
146,6.544,3.16,0.5
147,6.078,4.02,0.7
148,5.502,1.99,0.5
149,5.776,3.03,0.6
150,6.524,2.87,0.6
151,6.891,2.7,0.5
152,6.605,2.61,0.6
153,6.507,3.27,0.6
154,5.995,3.36,0.3
155,5.16,3.7,0.4
156,5.25,1.77,0.4
157,5.477,2.22,0.5
158,4.789,2.73,0.5
159,4.691,1.57,0.4
160,5.266,1.33,0.5
161,6.131,1.31,0.5
162,6.181,2,0.4
163,5.476,2.51,0.5
164,5.066,2.97,0.5
165,4.926,2.13,0.5
166,5.25,2.51,0.5
167,5.453,3.09,0.4
168,5.319,1.8,0.4
169,4.812,2.13,0.4
170,4.305,2.68,0.5
171,4.195,0.65,0.3
172,4.162,1.2,0.4
173,4.247,1.84,0.4
174,4.039,3.02,0.3
175,4.373,2.23,0.4
176,4.887,2.21,0.4
177,4.698,3.08,0.4
178,4.564,2.45,0.3
179,4.357,1.11,0.4
180,3.909,2.79,0.4
181,3.962,1.96,0.4
182,4.143,2.39,0.3
183,4.049,1.47,0.4
184,4.022,4.04,0.4
185,4.241,1.49,0.4
186,4.2,1.82,0.5
187,4.069,1.95,0.3
188,3.781,2.47,0.4
189,3.408,1.55,0.4
190,3.665,2.02,0.3
191,3.69,2.41,0.3
192,3.59,1.63,0.3
193,3.731,1.48,0.4
194,3.667,2.03,0.4
195,3.734,2.33,0.4
196,3.717,1.97,0.4
197,3.591,1.99,0.3
198,3.402,1.03,0.4
199,3.443,1.08,0.5
200,3.883,2.41,0.5
201,4.262,1.13,0.4
202,4.678,2.1,0.6
203,4.945,4.02,0.5
204,5.012,1.77,0.5
205,5.131,1.18,0.6
206,4.876,1.03,0.5
207,4.543,1.57,0.6
208,5.297,1.49,0.7
209,5.71,1.65,0.6
210,5.516,0.96,0.6
211,5.29,1.04,0.5
212,4.898,2.25,0.7
213,5.166,2.01,0.7
214,5.61,1.56,0.7
215,5.262,3.1,0.6
216,4.845,1.67,0.7
217,4.937,1.13,0.7
218,5.06,1.57,0.7
219,5.065,1.46,0.7
220,4.785,1.89,0.7
221,4.462,2.69,0.8
222,4.403,0.59,0.9
223,5.032,3.19,0.9
224,5.817,1.67,0.9
225,5.905,2.83,0.8
226,5.658,2.49,0.9
227,5.283,1.65,1
228,5.237,2.07,1
229,5.888,3.34,1.1
230,6.105,2.27,1
231,5.787,2.45,0.9
232,5.815,1.61,1.2
233,5.907,1.74,1
234,5.812,1.95,1
235,5.743,0.89,1.1
236,6.093,1.29,1.2
237,6.607,2.01,1.1
238,6.845,1.31,1.4
239,6.968,2.16,1.2
240,7.108,1.51,1.2
241,7.418,1.23,1.4
242,7.666,1.45,1.3
243,7.484,0.84,1.4
244,7.555,1.05,1.8
245,7.866,2.28,1.5
246,7.759,2.37,1.3
247,7.331,3.09,1.5
248,7.612,1.62,1.6
249,7.805,1.76,1.5
250,7.41,2.45,1.6
251,7.028,3.59,1.6
252,6.727,1.84,1.6
253,6.997,2.39,1.6
254,7.525,2.25,1.7
255,7.513,1.75,1.7
256,8.123,2.59,1.8
257,8.485,1.07,1.7
258,8.48,2.31,2.1
259,8.888,1.48,2
260,8.978,1.99,2.2
