DOY,MeanT,Rain,MeanPET
258,11.1,3.34,2.4
259,11.52,2.74,2.2
260,11.57,2.34,2.1
261,11.35,3.01,1.8
262,11.14,2.1,1.9
263,10.84,2.17,2
264,10.66,2.04,2.1
265,10.81,3.81,2.2
266,11.05,3.22,2.5
267,11.23,1.39,2.5
268,11.73,1.27,2.6
269,11.78,1.72,2.5
270,11.42,2.87,2.5
271,11.43,3.55,2.4
272,11.2,6.31,2.4
273,11.18,5.63,2.3
274,11.39,1.85,2.5
275,11.58,3.82,2.4
276,12.04,4.45,2.7
277,12.36,2.69,2.9
278,12.17,3.84,2.8
279,11.95,1.36,3.3
280,11.94,4.58,3.1
281,12.21,3.9,3.1
282,12.42,8.12,2.6
283,12.12,4.69,2.9
284,11.98,4.56,3.2
285,12.47,3.96,2.9
286,12.82,2.31,3.3
287,12.81,2.25,3.4
288,12.51,1.59,3.3
289,12.19,3.43,3.8
290,12.51,1.48,3.8
291,13.14,2.68,3.3
292,13.1,1.72,3.6
293,12.64,3.01,3.8
294,12.74,2.23,3.6
295,13.21,0.75,3.8
296,12.96,1.73,3.1
297,12.77,1.32,3.1
298,13.24,2.98,3.4
299,13.47,1.17,3.8
300,13.79,1.63,3.6
301,13.8,2.23,3.6
302,13.81,1.52,3.1
303,13.78,1.92,3.3
304,13.75,3.37,3.9
305,13.89,2.78,4
306,13.81,4.18,3.4
307,13.64,2.22,3.8
308,13.57,2.46,3.9
309,13.87,1.86,3.9
310,14.08,1.26,4
311,13.95,2.92,4
312,14,4.04,3.9
313,14,1.45,3.8
314,14.05,3.08,3.3
315,14.49,3.11,3.6
316,14.61,1.83,3.7
317,14.19,3.69,3.7
318,14.1,1.66,4.4
319,14.44,2.94,3.9
320,14.76,1.08,4
321,15.03,1.5,5
322,14.76,2.53,4.3
323,14.21,2.48,5.1
324,14.28,1.27,4.9
325,14.8,1.55,4.7
326,14.95,2.87,4.5
327,15.06,1.78,4.5
328,15.31,3.67,4.5
329,15.55,3.35,5.1
330,15.64,1.47,5.1
331,15.46,1.21,5.9
332,15.28,1.81,4.7
333,15.29,2.05,4.8
334,15.74,1.44,5
335,15.75,2.07,4.4
336,15.84,1.64,4.3
337,16.39,1.94,4.4
338,16.48,1.32,4.8
339,16.49,3.09,4.5
340,16.61,2.1,4.8
341,16.32,4.4,4.3
342,16.04,3.17,4.5
343,16.2,2.14,4.2
344,16.46,1.96,4.5
345,16.69,2.05,4.1
346,16.76,1.51,4.4
347,16.97,1.57,4.6
348,17.2,4.07,4.3
349,17.07,7.96,5.3
350,16.84,3.55,4.7
351,17.01,5.26,5
352,17.21,5.22,4.5
353,17.17,5.96,5
354,17.23,2.7,5
355,17.15,3.56,4.7
356,16.88,3.37,4.9
357,16.7,2.85,4.6
358,16.77,1.97,5.6
359,17.18,2.32,5.2
360,17.3,1.18,5.8
361,17.05,0.94,4.8
362,17.29,2.31,4.7
363,17.45,1.7,4.4
364,17.48,3.64,4.3
365,17.57,3.28,4.7
366,17.56,1.65,4.7
