DOY,MeanT,Rain,MeanPET
1,17.03,2.45,4.8
2,17.46,2.81,4.3
3,17.48,3.18,4.8
4,17.02,3.96,5.2
5,16.97,2.75,4.7
6,17.3,1.67,5
7,17.44,3.88,4.6
8,17.48,2.13,4.7
9,17.95,2,4.8
10,17.97,3.97,4.6
11,17.71,1.17,5.1
12,17.86,2.25,5
13,17.86,3.89,5
14,17.86,2.61,5.2
15,17.72,1.05,5.1
16,17.53,2.95,5.3
17,17.75,3.13,5.1
18,18.05,3.61,5
19,18.07,1.59,4.9
20,17.81,1.75,4.8
21,18.01,2.34,4.7
22,18.17,3.77,4.6
23,18.03,3.99,4.6
24,17.98,2.53,4.5
25,17.99,1.7,4.6
26,18.27,0.77,5
27,18.09,1.56,4.7
28,18.21,2.39,5.2
29,18.62,1.72,4.9
30,18.87,1.07,4.7
31,19.15,0.89,4.7
32,19.02,7.49,4.5
33,19,3.34,4.6
34,18.96,3.28,4.5
35,18.87,3.57,4.4
36,18.66,6.57,4.9
37,18.27,2.69,4.8
38,18.37,2.87,4.4
39,18.22,1.29,4.4
40,18.09,1.94,4.5
41,18.47,2.28,4.3
42,18.77,9.38,3.8
43,18.87,2.37,4
44,18.78,2.83,4.6
45,18.43,3.75,4.6
46,18.13,1.95,4.5
47,18.18,2.29,4.3
48,18.3,1.54,4.2
49,18.25,1.69,4.2
50,18.32,4.7,4
51,18.54,2.29,4
52,18.75,4.22,4.2
53,18.46,4.53,3.9
54,18.06,3.7,4.4
55,17.81,5.41,4.7
56,17.52,0.56,4.4
57,17.66,0.44,4.1
58,17.92,2.64,3.9
59,17.98,5.41,4.1
60,17.98,5.41,4.1
61,18.09,1.71,3.9
62,18.03,6.03,3.8
63,17.45,4.33,4
64,17.14,2.67,4
65,17.49,1.57,3.9
66,17.65,3.74,3.6
67,17.45,3.51,4
68,17.16,2.66,3.7
69,17.07,1.79,3.7
70,17.22,3.87,3.7
71,17.16,2.17,3.5
72,16.9,2.67,3.5
73,16.76,1.37,3.4
74,16.73,2.19,3.3
75,16.84,2.21,3.6
76,17.11,3.01,3.4
77,17.06,4.49,3.3
78,16.76,3.47,3.2
79,16.65,1.92,3.4
80,16.76,1.99,3.4
81,17.03,3.99,2.9
82,16.98,3.43,3.1
83,16.74,3.91,3.1
84,16.25,2.21,2.8
85,16.28,1.74,3
86,16.89,2,2.9
87,17.14,3.81,2.9
88,17.11,3.3,2.7
89,16.82,5.1,2.9
90,16.53,3.72,2.8
91,16.33,3.05,2.5
92,16.12,2.71,2.4
93,16.06,4.54,2.4
94,15.94,3.21,2.7
95,15.88,2.36,2.6
96,16.01,4.42,2.7
97,16.06,1.94,2.6
98,15.61,3.3,2.7
99,15.2,4.31,2.6
100,15.01,4.05,2.1
101,14.99,4.04,2.2
102,15.07,3.76,2.3
103,15.15,3.41,2.2
104,15.04,3.6,2
105,14.73,3.83,2.3
106,14.91,5.7,2
107,15.11,2.55,2.1
108,14.97,4.99,1.8
109,14.75,2.19,2
110,14.6,3.01,2
111,14.75,7.62,2
112,14.64,9.12,1.8
113,14.44,2.75,1.9
114,14.73,3.31,1.9
115,14.75,4.23,2.1
116,14.35,2.85,1.8
117,14.19,2.56,1.9
118,14.78,6.17,1.7
119,14.83,2.99,2
120,14.45,4.85,1.8
121,14.35,2.11,1.8
122,14.22,2.6,1.6
123,14.01,4.41,1.7
124,13.91,4.47,1.5
125,13.92,3.61,1.5
126,13.74,4.91,1.5
127,13.68,2.45,1.5
128,13.91,4.15,1.4
129,13.79,2.45,1.5
130,13.55,4.66,1.3
131,13.63,4.35,1.3
132,13.67,6.09,1.2
133,13.49,4.61,1.3
134,13.23,5.49,1.3
135,13.25,7.03,1.3
136,13.41,5.33,1.2
137,12.98,5.05,1.4
138,12.34,5.32,1.2
139,12.42,3.8,1.1
140,12.65,3.82,1.3
141,12.96,3.25,1.2
142,12.67,5.67,1.2
143,12.45,5.36,1.1
144,12.49,5.55,1.2
145,12.47,6.65,1.3
146,12.44,5.84,1.2
147,12.35,5.01,1.3
148,12.02,4.74,1.2
149,11.52,6.44,1.1
150,11.46,4.49,1.1
151,11.61,6.75,1
