DOY,MeanT,Rain,MeanPET
333,15.6,5.03,4.2
334,15.71,1.15,4.5
335,16.32,3.6,4.3
336,16.77,1.57,4.4
337,16.9,1.91,4.3
338,16.96,2.58,4.3
339,17,1.87,4.5
340,17.05,2.34,4.7
341,16.88,2.6,4.7
342,16.6,2.96,4.8
343,16.56,4.35,4.6
344,16.73,3.54,4.5
345,16.9,2.51,4.7
346,17.13,3.06,4.8
347,17.17,2.21,4.7
348,17.4,3.54,5.1
349,17.36,2.96,4.8
350,17.42,4.35,5
351,17.66,3.8,4.9
352,17.44,4.42,4.5
353,17.3,3.46,4.3
354,17.33,4.31,4.3
355,17.25,3.24,4.9
356,17.17,1.66,5.1
357,17.14,1.04,5.1
358,17.4,4.24,4.9
359,17.57,3.45,4.7
360,17.3,2.79,4.8
361,17.21,1.42,5.3
362,17.5,2.33,5.5
363,17.93,3.83,5
364,17.87,2.99,4.9
365,17.54,5.1,4.8
366,17.47,1.83,5.4
