DOY,MeanT,Rain,MeanPET
284,12.52,4.31,2.7
285,12.79,3.77,2.6
286,12.95,4.59,2.7
287,12.66,2.63,3
288,12.31,4.59,3
289,12.26,3.35,2.6
290,12.77,1.45,3.2
291,13.33,2.61,3.5
292,13.18,1.68,3.4
293,12.94,1.2,3.3
294,13.24,2.97,3.4
295,13.2,1.73,3.4
296,12.83,2.41,3.2
297,12.9,2.86,3
298,13.31,1.11,3.3
299,13.63,1.34,3.6
300,13.87,2.3,3.7
301,13.89,2.89,3.5
302,14.05,2.47,3.5
303,14.2,3.16,3.1
304,14.15,2.23,3.4
305,14.25,1.89,4.2
306,14.09,2.13,3.7
307,14.04,1.61,4.1
308,14.24,3.08,4.3
309,14.13,1.12,4.3
310,13.99,1.4,4.6
311,13.98,2.3,3.6
312,14.08,6.92,3.5
313,14.08,0.97,4.1
314,14.24,3.52,3.9
315,14.53,4.37,4.1
316,14.52,3.98,3.8
317,14.39,2.86,3.9
318,14.26,1.74,4.3
319,14.46,2.84,4.2
320,14.9,1.64,4.5
321,15.15,2.2,5
322,14.99,3.73,4.2
323,14.55,4.26,4.2
324,14.52,1.47,4.4
325,14.84,1.24,4.6
326,15,2.05,4.4
327,14.73,2.12,4.2
328,14.88,1.48,4.4
329,15.42,1.89,4.7
330,15.42,2.09,4.7
331,15.33,2.34,4.6
332,15.11,3.66,4.7
333,14.79,2.27,4.5
334,15.13,1.72,4.8
335,15.57,2.49,4.2
336,15.92,1.26,4.6
337,16.24,1.06,4.3
338,16.44,1.06,5
339,16.62,1.27,5
340,16.61,3.24,4.5
341,16.33,4.95,4.7
342,16.04,3.03,4.6
343,16.03,3.04,4.2
344,16.23,3.35,4.5
345,16.52,2.39,4.3
346,16.58,1.81,4.6
347,16.77,1.04,5
348,16.85,1.68,4.8
349,16.69,1.87,4.9
350,16.95,2.58,4.7
351,17.23,2.14,4.9
352,17.06,3.44,4.4
353,16.71,3.73,4.2
354,16.69,3.04,4.4
355,16.85,2.78,4.7
356,16.57,0.73,5.1
357,16.4,1.37,5
358,16.78,2.65,4.6
359,17.12,2.75,5
360,17.17,2.52,5.1
361,17.11,1.41,5.3
362,17.08,3.87,5.3
363,17.15,1.99,4.6
364,17.26,0.87,4.7
365,17.37,3.62,4.8
366,17.31,1.2,5.6
