Date,SoilMineralN,UptakeN,ResidueN,SoilOMN,FertiliserN,CropN,ProductN,LostN,RSWC,Drainage,Irrigation,Green cover,NDemand,StoverNconc,ProductNconc
3/08/2021 12:00:00 am,101.76032731417664,0.21266050427053962,0.044578175845140677,0.76029501455241266,0,12.659757417195916,3.2042170657671267,0,0.91334990945818662,0,0,0.046004275733273481,12.659757417195916,0.042657120340152357,0.046511093597896278
4/08/2021 12:00:00 am,102.13023289369102,0.10123048701226978,0.031332709303521611,0.43980335722313335,0,12.760987904208186,3.231822974671926,0,0.90677523739093391,0,0,0.046861302334159825,12.760987904208186,0.042522344927453951,0.046406268276908635
5/08/2021 12:00:00 am,102.54837238906747,0.14025820765901997,0.034507409471011385,0.52389029356445083,0,12.901246111867206,3.2701012273910197,0,0.89572971252393763,0,0,0.048061952756637341,12.901246111867206,0.042338388243404489,0.046263190855981268
6/08/2021 12:00:00 am,103.01424618697503,0.17089494487425938,0.03691366219298331,0.59985508058884296,0,13.072141056741465,3.3167862394939465,0,0.89663608876759571,0,0,0.049545533957713224,13.072141056741465,0.042118492084536732,0.046092160510195233
7/08/2021 12:00:00 am,103.38815783571663,0.11440946616944281,0.030788188095428382,0.45753292681562313,0,13.186550522910908,3.3480682731538765,0,0.89980380635393231,0,0,0.050551394327774335,13.186550522910908,0.041973808200675755,0.045979628600525582
8/08/2021 12:00:00 am,103.8705861994552,0.1834687648511899,0.036691236919935477,0.62920589166982588,0,13.370019287762098,3.3982784735424438,0,0.90431876033189962,0,0,0.052185488202565723,13.370019287762098,0.041745897581023747,0.045802364785240697
9/08/2021 12:00:00 am,104.21688994586279,0.069632453584038245,0.026204352922249541,0.38973184706937491,0,13.439651741346136,3.4173495588054754,0,0.97247217875135195,0,0,0.052812455883816473,13.439651741346136,0.041660690582073653,0.045736092674946174
10/08/2021 12:00:00 am,104.59503190299726,0.10389253943919741,0.028416312981846659,0.45361818359182327,0,13.543544280785333,3.445818734402919,0,0.94590985334787037,0,0,0.053754806683524191,13.543544280785333,0.041534852326499561,0.045638218476166323
11/08/2021 12:00:00 am,105.13606175870646,0.21537914563238303,0.037831093543996275,0.71857790779758524,0,13.758923426417716,3.5048942308397382,0,0.92146785741948545,0,0,0.055734632767839166,13.758923426417716,0.041278782618018789,0.045439053147347946
12/08/2021 12:00:00 am,105.70444396570365,0.24358928966048943,0.039679430140298066,0.77229206651738225,0,14.002512716078206,3.5717975191569291,0,0.90182492422632243,0,0,0.058016193405321721,14.002512716078206,0.040996710030640003,0.045219663357164444
13/08/2021 12:00:00 am,106.34557841548501,0.28514765492185923,0.042875839229054691,0.88340626547416834,0,14.287660371000065,3.6502345586485609,0,0.8998415329393844,0,0,0.060743748969886914,14.287660371000065,0.04067621318019482,0.044970388029040416
14/08/2021 12:00:00 am,106.76897607130554,0.18174205523309261,0.031807091240095176,0.57333261981353167,0,14.469402426233158,3.7002934584609162,0,0.88702179315973417,0,0,0.062513861296837253,14.469402426233158,0.040477165066986731,0.044815572829878574
15/08/2021 12:00:00 am,107.21490468001143,0.21139157339415604,0.033554202221367291,0.62376597987867499,0,14.680793999627314,3.7585828328255437,0,0.86805135655494914,0,0,0.064603518159912401,14.680793999627314,0.040250553546526291,0.044639319425075999
16/08/2021 12:00:00 am,107.74127147629048,0.28122031301017358,0.038929759354910942,0.7686573499343039,0,14.962014312637487,3.8362317084581208,0,0.84014842680985813,0,0,0.067434296956289996,14.962014312637487,0.039956946363905912,0.044410958283037941
17/08/2021 12:00:00 am,108.29306687039072,0.32368597136884425,0.041757106817826184,0.83372425865125921,0,15.285700284006332,3.92575152793211,0,0.80713414986815946,0,0,0.07076362142515262,15.285700284006332,0.039629593235992439,0.044156350294660793
18/08/2021 12:00:00 am,108.65057482262735,0.21495065314051587,0.031073691084536392,0.5413849142926217,0,15.500650937146847,3.9852836877042046,0,0.78349307000806701,0,0,0.073016080452602508,15.500650937146847,0.039418179437992383,0.043991917340660741
19/08/2021 12:00:00 am,108.94792390759005,0.16688604554473052,0.027121416352425598,0.4371137141550086,0,15.667536982691578,4.0315498750273999,0,0.76895334123287773,0,0,0.074787502773943138,15.667536982691578,0.039257196798780924,0.04386670862127405
20/08/2021 12:00:00 am,109.39381710292542,0.32439177410892128,0.038377128395904236,0.73190784104838758,0,15.991928756800499,4.1215947886795981,0,0.74362772428726553,0,0,0.078286760365770827,15.991928756800499,0.038951871249097686,0.04362923319374265
21/08/2021 12:00:00 am,109.6422372529431,0.13767958816109349,0.024232384438187538,0.36186735374058104,0,16.129608344961593,4.1598565524632702,0,0.72832895778154016,0,0,0.079794050875218514,16.129608344961593,0.038825210835107496,0.043530719538416945
22/08/2021 12:00:00 am,109.92203132473325,0.21183543311114761,0.028229478764773219,0.46340002613652914,0,16.34144377807274,4.2187777128417911,0,0.70671951940142874,0,0,0.082138644699056865,16.34144377807274,0.03863361331704826,0.043381699246593089
23/08/2021 12:00:00 am,110.46755853452913,0.3168669238367805,0.034900168829764766,0.82749396480290094,0,16.658310701909521,4.3070271965095417,0,0.89008646395024049,0,13.200000000000005,0.085702670697874087,16.658310701909521,0.038354188579749156,0.043164368895360454
24/08/2021 12:00:00 am,111.10186480785158,0.39773335863665693,0.040261076057850786,0.99177855590125663,0,17.056044060546178,4.4179888557864571,0,0.8600861806967971,0,0,0.090271262390901483,17.056044060546178,0.038015038822514502,0.042900585750844614
25/08/2021 12:00:00 am,111.71198097437494,0.42532309476603558,0.040921142811191302,0.99451811847820326,0,17.481367155312213,4.5368770360545447,0,0.8243555283099897,0,0,0.095271264859017879,17.481367155312213,0.037665818449145266,0.042628969904890762
26/08/2021 12:00:00 am,112.1401976770486,0.34766475969836819,0.033372019295626387,0.74250944307641364,0,17.829031915010582,4.6342301056073936,0,0.7873663644697777,0,0,0.099444183974829001,17.829031915010582,0.037390097047387473,0.042414519925745811
27/08/2021 12:00:00 am,112.691451330871,0.44999829694760862,0.039710870270916132,0.96154108049909581,0,18.27903021195819,4.7604636378840439,0,0.78832905516143637,0,0,0.10495709496730757,18.27903021195819,0.03704546105267173,0.042146469707633569
